pdbcode,-log[Ki or Kd or IC50],dataset,binding constant type,data sign
1w22,6.76,general,IC50,=
3k4q,5.34,general,Ki,=
3hvi,8.30,general,Ki,=
3ng4,5.43,general,Kd,=
1pzp,3.31,general,Ki,=
3d1f,5.74,general,Kd,=
1ckb,5.28,general,Kd,=
5csz,7.77,general,Kd,=
4pkw,4.65,general,IC50,=
4oti,7.37,general,IC50,=
2uuo,3.77,general,IC50,=
4cwp,6.77,general,Ki,=
1r1i,8.54,general,Ki,=
2ydv,7.86,general,Ki,=
1fzq,7.62,general,Kd,=
4yax,5.82,general,IC50,=
4qhc,6.70,general,Ki,=
2fl6,7.42,general,IC50,=
4rqk,5.82,general,Kd,=
1i1e,5.03,general,Kd,=
4u1b,5.31,general,Ki,=
1g4o,8.25,general,Kd,=
1ctr,6.00,general,Kd,=
3evf,6.77,general,Ki,=
4a4x,7.23,general,IC50,=
4qw7,6.28,general,IC50,=
2f8g,8.70,general,Ki,=
1nc3,5.00,general,Ki,=
4k3h,6.85,general,Kd,=
3ekv,9.41,general,Kd,=
4yc9,8.89,general,Kd,=
3t2w,7.46,general,Kd,=
4q3q,5.89,general,Kd,=
2x9e,6.74,general,IC50,=
4knn,7.78,general,Kd,=
1bb0,8.36,general,Ki,=
1w9u,6.09,general,Kd,=
4rlk,5.02,general,IC50,=
4u71,5.22,general,Ki,=
1c5z,4.01,general,Ki,=
2qa8,6.00,general,IC50,=
4rhy,5.95,general,Ki,=
3lq8,9.40,general,IC50,=
1osg,7.52,general,Kd,=
4o4r,6.06,general,IC50,=
4hg7,7.05,general,IC50,=
3sz1,4.66,general,IC50,=
2j7h,7.19,general,Kd,=
2v87,4.60,general,Kd,=
2c3k,7.59,general,Ki,=
2ylp,4.30,general,IC50,~
1hp0,6.70,general,Ki,=
4i2w,3.92,general,Kd,=
2i6a,9.05,general,IC50,=
4el5,5.37,general,Ki,=
1ax0,3.13,general,Kd,=
3m37,9.04,general,Ki,=
2hd1,3.30,general,IC50,=
1o2z,6.11,general,Ki,=
3sfh,7.05,general,IC50,=
1wbs,6.20,general,IC50,=
3ddq,6.68,general,IC50,=
3sji,5.69,general,IC50,=
2vvv,8.22,general,Ki,=
3nm6,1.35,general,Kd,=
2vpe,4.94,general,Kd,=
3ibi,8.59,general,Ki,=
5a00,7.52,general,Kd,<
1gi9,5.22,general,Ki,=
4d1d,5.74,general,Kd,=
2cct,5.02,general,IC50,=
2p83,7.96,general,IC50,=
3zt4,2.80,general,Kd,=
2r43,6.00,general,Ki,=
4q1x,11.15,general,Ki,=
2k2g,8.12,general,Kd,=
3ipb,6.70,general,IC50,=
1m83,3.40,general,Kd,=
4bi0,4.23,general,IC50,=
2qlm,5.64,general,Ki,=
4anm,7.55,general,IC50,=
1rbo,12.72,general,Kd,=
4rux,7.92,general,Ki,=
3kwj,9.30,general,IC50,=
1qsc,3.68,general,Kd,=
3gep,3.75,general,Ki,=
3kpv,3.74,general,Kd,=
1kug,3.80,general,Ki,=
4c4g,8.22,general,IC50,=
4ytc,7.89,general,Ki,=
1qjb,6.38,general,Ki,=
2i0j,8.57,general,Ki,=
4hki,6.85,general,IC50,=
3iw7,5.64,general,Kd,=
4caf,7.12,general,Ki,=
3o1e,5.74,general,Kd,=
4knr,5.74,general,IC50,=
2vf6,8.52,general,IC50,=
2evc,6.54,general,IC50,=
3m8p,8.68,general,IC50,=
4x7o,8.70,general,IC50,=
4wz8,7.21,general,IC50,=
3pkn,4.66,general,Kd,=
3t83,6.98,general,Ki,=
1los,7.19,general,Ki,=
1jwt,7.85,general,Ki,=
3rx8,6.21,general,Ki,=
3pvu,6.54,general,IC50,=
1qbv,5.39,general,Ki,=
3l81,4.53,general,Kd,=
2r3o,6.22,general,IC50,=
1ngw,7.68,general,Kd,=
2p98,6.19,general,IC50,=
1etz,7.24,general,Kd,=
3vb5,5.34,general,IC50,=
5edr,7.46,general,Ki,=
4cik,6.43,general,IC50,=
4asy,4.22,general,IC50,>
3hqw,7.46,general,IC50,=
2foy,6.92,general,Kd,=
4uil,7.24,general,Kd,=
3u51,5.51,general,Kd,=
1g2l,7.24,general,Ki,=
2hmu,7.70,general,Kd,=
2x4z,8.57,general,Kd,=
2a4r,7.82,general,Ki,=
4np9,5.03,general,Kd,=
3tdh,4.26,general,Kd,=
1dva,8.07,general,Kd,=
3jvr,5.72,general,Ki,=
4l7g,4.00,general,IC50,=
1bmk,7.60,general,IC50,=
4cqe,8.43,general,IC50,=
1yc5,3.00,general,IC50,=
4mnq,4.43,general,Kd,=
4cku,6.82,general,IC50,=
2nt7,6.52,general,Ki,=
2yac,8.70,general,IC50,=
4md6,7.77,general,IC50,=
2j95,8.40,general,Ki,=
3fed,7.46,general,Ki,=
4i73,6.72,general,Ki,=
4ccd,4.49,general,Ki,=
2lpr,8.89,general,Ki,=
4del,7.68,general,Kd,=
3mkf,4.77,general,Ki,=
2vtq,6.85,general,IC50,=
5aes,2.89,general,IC50,~
3wqv,5.21,general,Kd,=
1iih,2.89,general,Ki,=
2ot1,4.00,general,Ki,=
3sx9,8.89,general,Ki,=
4dq2,7.52,general,Ki,=
1ek2,8.20,general,Ki,=
4b34,3.14,general,Kd,=
1u59,7.25,general,IC50,=
3rdh,5.03,general,IC50,=
1m7i,5.40,general,Kd,=
4rxd,6.52,general,IC50,=
3zvv,3.04,general,IC50,=
2lyw,4.52,general,Kd,=
2xb9,6.77,general,Ki,=
3wq5,3.85,general,Ki,=
3f16,8.23,general,Kd,=
2fjn,7.41,general,IC50,=
3zp9,7.82,general,Kd,=
4rrq,5.47,general,Kd,=
2vx9,7.44,general,Kd,=
4aml,2.10,general,IC50,=
1pr5,3.92,general,Ki,=
1c4y,7.92,general,Ki,=
4nkt,5.97,general,Kd,=
2pqb,7.20,general,Kd,=
2q70,8.08,general,Ki,=
2yhw,5.60,general,Kd,=
3iss,6.05,general,Ki,=
4jkw,4.16,general,Kd,=
1u9l,5.02,general,Kd,=
1swk,12.00,general,Kd,~
1hef,9.00,general,Ki,=
4lp9,6.21,general,IC50,=
3vf3,5.86,general,IC50,=
2znu,8.11,general,Ki,=
3vry,8.11,general,IC50,=
4i0z,6.33,general,IC50,=
2w6m,4.67,general,IC50,=
2zgx,6.74,general,Ki,=
3ohi,4.85,general,Ki,=
4pee,8.32,general,Ki,=
5d6q,5.24,general,IC50,=
2c6n,6.88,general,Ki,=
2i0h,8.05,general,IC50,=
3u6j,8.21,general,IC50,=
2bok,6.55,general,Ki,=
3m17,7.40,general,Kd,=
4j4o,6.90,general,IC50,=
3ijz,5.22,general,Ki,=
4h75,6.60,general,Kd,=
3alt,2.92,general,Kd,=
4aom,7.07,general,Kd,=
1rq2,2.52,general,IC50,=
3h0w,6.22,general,IC50,=
2x09,3.76,general,Ki,=
4e5i,5.30,general,Ki,=
3k15,4.92,general,Ki,=
2o9k,4.11,general,Kd,=
2q55,8.69,general,Ki,=
2ga2,5.52,general,IC50,=
3is9,6.42,general,IC50,=
4gzp,7.84,general,Ki,=
3mhm,7.00,general,Kd,=
2jsd,7.77,general,Kd,=
4jq7,6.41,general,IC50,=
4hbp,8.42,general,IC50,=
2zu4,7.42,general,Ki,=
3ips,7.19,general,Ki,=
1h1s,8.22,general,Ki,=
2kaw,4.97,general,Ki,=
4j3i,5.74,general,IC50,=
4b5t,3.33,general,Kd,=
3e90,7.39,general,Ki,=
2qt9,8.64,general,IC50,=
2xhs,6.00,general,Kd,=
3jup,5.58,general,Kd,=
2y68,3.60,general,IC50,=
2nqi,6.11,general,IC50,=
3cpb,4.60,general,IC50,=
4io7,3.68,general,Kd,=
1m2r,6.46,general,Ki,=
1z6f,4.89,general,Ki,=
3heg,6.74,general,Kd,=
3nww,8.15,general,IC50,=
2x8i,6.72,general,IC50,=
3eos,8.40,general,Ki,=
1k9q,3.15,general,Kd,=
4p6g,8.11,general,IC50,=
2x2i,8.70,general,Ki,=
2flu,7.70,general,Kd,=
2rc8,6.52,general,IC50,=
3d32,6.45,general,Kd,=
3ddf,4.66,general,Ki,=
4fcq,7.00,general,Kd,=
4u6w,4.21,general,Ki,=
2chz,7.80,general,IC50,=
5can,6.91,general,Ki,=
2xag,4.55,general,Ki,=
4r0i,6.52,general,Ki,=
4b3d,2.68,general,Kd,=
5bry,11.82,general,Ki,=
1vgc,5.92,general,Ki,=
4ju3,7.07,general,IC50,=
4xta,5.43,general,IC50,=
4msn,4.03,general,Ki,=
4ezy,5.65,general,Kd,=
3eys,5.52,general,Kd,=
1jil,8.40,general,IC50,=
2p59,7.30,general,Ki,=
4d8a,3.42,general,IC50,=
2avi,15.22,general,Kd,=
2ycf,10.52,general,IC50,=
2hl4,7.64,general,Ki,=
3w5t,4.52,general,IC50,=
3suf,7.56,general,Ki,=
3rz1,8.74,general,Kd,=
4ara,6.05,general,Kd,=
2wev,8.00,general,IC50,=
4bae,8.52,general,IC50,=
5abe,3.05,general,Ki,=
4a9m,6.30,general,IC50,=
4pn1,6.17,general,Kd,=
2avv,9.26,general,Ki,=
1e3v,4.34,general,Kd,=
2qnp,6.41,general,Ki,=
4l7o,4.88,general,IC50,=
4an9,7.36,general,IC50,=
4mwq,9.10,general,IC50,=
3hv4,6.51,general,IC50,=
3g6h,8.19,general,IC50,=
3ifp,7.61,general,Kd,=
1qvu,4.46,general,Kd,=
4p0a,4.52,general,Kd,=
2p3g,6.90,general,IC50,=
1nh0,9.74,general,Ki,=
4r91,6.37,general,Kd,=
4bcb,8.52,general,IC50,=
1d3q,6.54,general,Kd,=
4rfy,7.00,general,IC50,=
1y3x,5.14,general,Ki,=
4pct,7.15,general,Ki,=
3igp,7.02,general,Ki,=
4u0g,5.29,general,IC50,=
4mds,5.21,general,IC50,=
4i0r,7.85,general,IC50,=
4zup,6.77,general,IC50,=
5ci7,6.92,general,IC50,=
4wbo,4.20,general,IC50,=
3sjf,7.64,general,Ki,=
4y5s,3.73,general,Kd,~
1ru1,4.74,general,Kd,=
2fm0,9.40,general,IC50,=
4whq,4.12,general,Kd,=
1p06,6.27,general,Ki,=
3eka,3.00,general,IC50,=
1nhg,7.30,general,Ki,=
2ovv,7.92,general,Ki,=
1ga9,7.08,general,Ki,=
2hxl,7.92,general,IC50,=
4ibe,4.15,general,Kd,=
2pvh,6.59,general,Ki,=
4m3b,6.40,general,IC50,=
1ew9,3.22,general,Ki,=
1sri,6.08,general,Kd,=
1zpb,6.07,general,IC50,=
2lsk,4.89,general,Kd,=
4oho,7.77,general,IC50,=
3eou,7.01,general,Ki,=
2w05,9.00,general,IC50,=
1obx,5.72,general,Kd,=
3f3t,4.59,general,Kd,=
1no6,4.41,general,Ki,=
3bgl,8.35,general,IC50,=
2zu3,6.10,general,Ki,=
4rcd,9.15,general,IC50,=
4af3,7.51,general,IC50,=
4euc,6.10,general,Kd,=
4f70,5.74,general,Kd,=
1d6w,5.96,general,Ki,=
2h13,5.35,general,Kd,=
4myh,4.64,general,Kd,=
1tqf,5.85,general,IC50,=
3zeb,6.13,general,IC50,=
1drj,7.40,general,Kd,=
3gol,7.09,general,IC50,=
3sym,4.57,general,Ki,=
1tx7,4.60,general,Ki,=
4e70,5.28,general,Kd,=
2v5a,6.82,general,IC50,=
1njb,5.80,general,Kd,=
4u0i,8.22,general,IC50,=
2xne,6.72,general,IC50,=
4ona,8.15,general,IC50,=
4eh5,3.09,general,IC50,=
2kdh,2.96,general,Kd,=
3kqc,8.66,general,Ki,=
4hco,4.32,general,IC50,=
2bdf,7.17,general,IC50,=
3cho,6.55,general,IC50,=
3mo5,6.87,general,Kd,=
4kyh,5.92,general,Ki,=
1fkb,9.70,general,Kd,=
8lpr,6.62,general,Ki,=
4x1n,6.42,general,Kd,=
2p1c,7.68,general,Ki,=
1iep,7.00,general,IC50,=
3rk5,5.40,general,IC50,=
4pr5,5.66,general,Kd,=
4onf,8.92,general,Kd,=
1k6t,7.62,general,Kd,=
2vrj,6.30,general,Kd,=
1lt5,2.70,general,IC50,=
2fde,9.15,general,IC50,=
3p44,8.01,general,Ki,=
2gz2,5.22,general,Kd,=
4hxs,5.39,general,IC50,=
4g2l,7.49,general,IC50,=
2hqu,5.14,general,Kd,=
3jzb,9.01,general,IC50,=
3le6,7.46,general,IC50,=
3gz9,8.40,general,IC50,=
3zsw,2.70,general,Kd,>
1uv6,5.12,general,Kd,=
1gx4,3.24,general,Kd,=
4iuv,5.72,general,Kd,=
1rdt,6.70,general,Ki,=
3fn0,4.40,general,Kd,=
4gj7,6.77,general,IC50,=
3psd,8.52,general,IC50,=
2clh,4.06,general,Kd,=
1eol,13.42,general,Ki,=
2aow,7.42,general,Ki,=
4nmo,4.83,general,Kd,=
4an0,10.70,general,Ki,=
3ava,4.40,general,IC50,=
1pzj,3.49,general,IC50,=
2pmc,4.19,general,Kd,=
5c28,5.66,general,Ki,=
3vp1,5.48,general,IC50,=
3aav,6.62,general,Ki,=
4b6r,5.85,general,Ki,=
1ero,8.23,general,Ki,=
1tmm,6.64,general,Kd,=
3mrx,3.39,general,IC50,=
3pcj,7.22,general,Kd,=
4mg8,6.48,general,Kd,=
1ydt,7.32,general,Ki,=
4otg,7.59,general,IC50,=
2viy,5.74,general,IC50,=
1pyn,5.49,general,Ki,=
3rtn,7.13,general,IC50,=
4a6s,5.20,general,Kd,=
4c7t,6.40,general,IC50,=
5al1,4.28,general,IC50,=
4up5,2.60,general,Kd,=
1fzo,7.89,general,Kd,=
1cj1,8.80,general,IC50,=
2zlg,5.59,general,IC50,=
3vw2,4.75,general,Kd,=
4ymg,4.68,general,Kd,=
5afl,3.40,general,IC50,=
1y6b,7.42,general,IC50,=
5alf,6.69,general,IC50,=
3o23,6.30,general,IC50,=
3ekt,10.59,general,Kd,=
4nie,7.70,general,IC50,=
1v2s,4.17,general,Ki,=
4e8w,6.09,general,IC50,=
3u3u,6.88,general,Kd,=
1c3e,6.59,general,Ki,=
1okw,5.25,general,IC50,=
4a7b,7.40,general,IC50,=
4nct,7.55,general,Ki,=
4yp1,5.04,general,Kd,=
3sqq,5.32,general,IC50,=
1y3w,5.77,general,Ki,=
4wq2,6.30,general,IC50,=
4bis,5.85,general,IC50,=
2g79,6.92,general,Kd,=
3ioi,6.28,general,Ki,=
4i6q,7.52,general,IC50,=
1n5r,5.66,general,Ki,=
5aoi,3.03,general,Kd,=
2w9r,5.32,general,Kd,=
4cd8,2.89,general,Ki,=
2xu4,6.47,general,IC50,=
4na8,8.82,general,Ki,=
4os5,4.63,general,Ki,=
4kza,3.70,general,Ki,=
3n2e,4.96,general,Kd,=
3mta,4.30,general,IC50,=
1tsm,6.00,general,Ki,=
1rgl,4.43,general,Kd,=
3qo9,5.92,general,IC50,=
1nu8,5.42,general,Kd,=
3fts,3.67,general,IC50,=
1yvz,5.36,general,IC50,=
4o0v,8.48,general,Ki,=
3wff,6.18,general,IC50,=
1d3v,6.96,general,Kd,=
4cpu,7.53,general,Ki,=
4abh,4.15,general,Kd,=
4de3,5.52,general,Ki,=
1ypg,8.00,general,Ki,=
1mpl,3.77,general,Ki,=
2cbr,6.85,general,IC50,=
3tvc,7.74,general,Ki,=
1hpx,11.26,general,Ki,=
4w9o,7.77,general,Ki,=
4nh7,8.40,general,Ki,=
1thz,5.15,general,Ki,=
3b3c,3.98,general,Ki,=
2owb,6.36,general,IC50,=
2oyl,6.30,general,Ki,=
4prh,4.60,general,Kd,=
2c4w,4.70,general,Ki,=
4a9u,7.22,general,IC50,=
5ap3,7.03,general,IC50,=
4jfk,6.44,general,Kd,=
1g9r,5.70,general,Ki,=
4kz0,5.38,general,IC50,=
4wz5,5.51,general,IC50,=
3ogm,7.32,general,Kd,=
2nxl,6.27,general,Kd,=
4oz2,3.00,general,IC50,>
3h59,7.89,general,IC50,=
4zpg,7.26,general,IC50,=
1s3k,6.62,general,Kd,=
1srg,5.30,general,Kd,=
3er3,7.09,general,Ki,=
2itz,8.59,general,Kd,=
3ms4,3.28,general,IC50,=
3s7f,5.43,general,Kd,=
2vr0,4.42,general,Ki,=
4fpk,4.24,general,IC50,=
2p3b,8.48,general,Ki,=
4ofb,5.43,general,Kd,=
2nmz,8.37,general,Ki,=
1lcp,6.64,general,Ki,=
3m96,7.22,general,Kd,=
3b5j,5.68,general,Kd,=
4acd,8.31,general,Ki,=
3t1a,8.37,general,Ki,=
3eht,5.17,general,IC50,=
4guj,3.05,general,Kd,=
1di8,6.00,general,IC50,=
4dce,6.76,general,IC50,=
2a4l,6.40,general,IC50,=
1bv7,10.30,general,Ki,=
4hwt,4.30,general,Ki,>
3mhl,7.25,general,Kd,=
4a6v,5.72,general,IC50,=
4tsz,7.00,general,Kd,=
1q0b,5.17,general,IC50,=
3ud5,3.82,general,Kd,>
3mhc,7.96,general,Ki,=
4cc2,4.33,general,Kd,=
3l7c,2.44,general,Ki,=
3pju,4.88,general,Kd,=
1oxr,5.19,general,Kd,=
3neo,5.92,general,Kd,=
4uit,6.70,general,IC50,=
1dy4,4.36,general,Ki,=
4n4v,8.70,general,IC50,=
4w55,4.74,general,Kd,=
4lxa,8.70,general,IC50,=
2p0d,7.00,general,Kd,=
2c1a,6.77,general,IC50,=
2az5,5.27,general,Kd,=
2za5,8.43,general,Ki,=
3m6q,7.32,general,Kd,=
4j2t,7.96,general,Kd,=
4fns,6.70,general,Ki,=
1yxd,5.30,general,Ki,=
2usn,6.51,general,Ki,=
2zu5,7.00,general,Ki,=
4wkc,12.68,general,Ki,=
3hs9,6.31,general,Kd,=
4qoc,9.92,general,IC50,=
4hai,8.10,general,IC50,=
4iqt,6.11,general,IC50,=
2y2p,4.70,general,IC50,=
1rhu,8.52,general,IC50,=
2nnq,8.70,general,Ki,=
3ft3,7.36,general,IC50,=
4wy3,3.62,general,IC50,=
4bup,4.95,general,Kd,=
3lpg,6.16,general,Ki,=
2p2a,6.12,general,Ki,=
2f7o,7.44,general,Ki,=
2x91,6.74,general,Ki,=
4gtt,8.22,general,IC50,=
1xp1,9.30,general,IC50,=
5a82,5.60,general,IC50,=
2rg5,8.51,general,IC50,=
3oui,4.90,general,IC50,=
3zuk,7.46,general,Ki,=
1h25,5.74,general,Kd,=
4o0b,8.30,general,Ki,=
2qhn,6.01,general,IC50,=
4u5s,2.41,general,Kd,=
4p5z,7.41,general,Kd,=
3kfc,8.55,general,IC50,=
2oyk,5.30,general,Ki,=
1o44,8.52,general,IC50,=
4i72,9.05,general,Ki,=
2uym,5.51,general,IC50,=
4i0t,7.59,general,IC50,=
3mw1,9.09,general,IC50,=
2y3p,5.89,general,Kd,=
2f01,13.00,general,Kd,=
3tne,5.72,general,Ki,=
4w7p,7.49,general,IC50,=
4tmf,5.48,general,IC50,=
5egm,8.62,general,Ki,=
4cts,5.00,general,Kd,<
2h9p,3.72,general,Kd,=
2wos,3.90,general,Kd,=
4ww6,10.21,general,Kd,=
3su4,6.26,general,Ki,=
3t4h,5.28,general,IC50,=
1rql,2.75,general,Ki,=
1ljt,5.15,general,IC50,=
4o0r,7.44,general,Ki,=
4aj4,3.89,general,Kd,=
4cxw,6.09,general,IC50,=
4mhy,6.47,general,Ki,=
4mt9,10.00,general,IC50,=
4wgi,5.35,general,IC50,=
3hf8,6.51,general,Ki,=
1sqn,9.40,general,Kd,=
1z2b,6.40,general,Kd,=
2oa0,6.92,general,Ki,=
2bed,8.15,general,IC50,=
3c72,4.64,general,IC50,=
1jvu,5.15,general,Ki,=
3ejs,6.60,general,IC50,=
4ciz,7.29,general,Kd,~
3tkw,5.27,general,Kd,=
4flk,5.25,general,IC50,=
4e0w,7.48,general,Ki,=
2r38,7.44,general,Ki,=
4kp0,8.65,general,Ki,=
4qer,7.54,general,Kd,=
1fcz,9.22,general,Kd,=
4jve,7.07,general,IC50,=
2wtj,6.15,general,IC50,=
4wsy,7.77,general,IC50,=
4d1a,4.72,general,Kd,=
3i0r,8.52,general,IC50,=
3oim,6.74,general,Ki,=
3p8o,8.72,general,Ki,=
4mb9,8.00,general,IC50,=
1rzx,4.10,general,Kd,=
5cau,8.80,general,Ki,=
4b1d,7.49,general,IC50,=
3sow,5.14,general,Kd,=
3g6m,1.71,general,Ki,=
2f81,10.52,general,Ki,=
1gag,6.12,general,Ki,=
1hi4,4.49,general,Ki,=
1o3g,7.96,general,Ki,=
1m21,6.52,general,Ki,<
4hbw,5.32,general,IC50,=
3k8o,11.07,general,Kd,=
2ycm,3.56,general,IC50,=
3odu,8.14,general,Ki,=
2byi,6.34,general,IC50,=
4qrc,6.34,general,IC50,=
3pgu,6.70,general,Kd,=
3as0,4.55,general,Kd,=
2mnz,5.19,general,Kd,=
4i4f,6.19,general,IC50,=
4rx7,8.30,general,IC50,=
4sga,7.30,general,Ki,=
4q1w,11.70,general,Ki,=
3prf,8.85,general,IC50,=
5bot,4.41,general,IC50,=
4dkr,6.52,general,Kd,=
4jv8,5.85,general,Kd,=
4e8y,6.09,general,Kd,=
4gm8,9.00,general,Ki,<
2xnn,4.30,general,IC50,>
3zi0,7.40,general,Kd,=
4jzd,8.30,general,IC50,=
3oaw,8.15,general,Ki,=
4fz3,3.73,general,Kd,=
4bqy,5.96,general,IC50,=
2y80,8.05,general,Ki,=
5alx,5.48,general,IC50,=
1au2,7.89,general,Ki,=
4msa,3.30,general,Ki,=
3ns9,8.52,general,IC50,=
4av5,7.21,general,Kd,=
1heg,7.74,general,Ki,=
5bvn,8.82,general,IC50,=
2v2c,3.41,general,Ki,=
3vhu,7.31,general,IC50,=
3rpr,4.00,general,IC50,>
2c6k,6.14,general,IC50,=
3m93,6.62,general,Kd,=
1i37,9.57,general,Ki,=
4att,6.98,general,Kd,=
4m84,7.31,general,IC50,=
2zb1,6.32,general,Kd,=
1o4b,5.70,general,IC50,=
3udm,4.48,general,IC50,=
3f9w,4.72,general,Kd,=
3v31,5.80,general,Kd,=
4tn4,6.33,general,IC50,=
1axr,3.27,general,Ki,=
3njy,5.77,general,IC50,=
1r6n,7.40,general,Kd,=
4hlc,6.76,general,IC50,=
1dmb,5.74,general,Kd,=
2pmk,5.92,general,Kd,=
3f3v,7.14,general,Kd,=
4i8x,2.64,general,Kd,=
4egh,3.26,general,IC50,=
1o37,6.82,general,Ki,=
3i60,8.70,general,Ki,=
2xs0,5.15,general,Kd,=
2wf0,6.68,general,IC50,=
3wdd,6.11,general,Kd,=
3nnu,7.32,general,IC50,=
1ih0,5.00,general,Kd,=
1ciz,7.44,general,Ki,=
4b70,5.20,general,IC50,=
1li2,4.04,general,Kd,=
4c1u,7.09,general,Kd,=
4ycl,8.15,general,Kd,=
4j1c,7.31,general,IC50,=
1yvx,5.10,general,IC50,=
3g2k,4.79,general,Ki,=
1udt,9.30,general,Kd,=
4i7f,7.00,general,IC50,=
2qp6,6.68,general,Ki,=
3nus,3.51,general,IC50,=
3q4k,7.05,general,Kd,=
5cs3,2.15,general,Kd,=
2jt5,7.74,general,Ki,=
3k39,8.08,general,Ki,=
1rxp,7.14,general,IC50,=
2j4k,4.85,general,Kd,=
2w6z,2.82,general,IC50,=
3n3j,8.48,general,Ki,=
4xm6,4.05,general,IC50,=
3sw2,8.33,general,Ki,=
4c1y,3.60,general,Kd,=
2ohm,3.51,general,IC50,=
4fxq,5.77,general,Kd,=
2fle,7.85,general,Ki,=
1kkq,6.62,general,IC50,=
3zhf,3.92,general,Kd,=
3l7a,4.33,general,Ki,=
4mrw,3.30,general,Ki,=
1h1b,9.80,general,Ki,=
3dcc,8.96,general,Ki,=
1ugw,3.09,general,Kd,=
4bio,5.12,general,IC50,=
1lag,6.30,general,Kd,=
3le8,6.07,general,Kd,=
2yiq,7.90,general,IC50,=
3bg8,5.89,general,IC50,=
4pkv,5.25,general,IC50,=
2v16,8.22,general,IC50,=
3o1g,9.00,general,IC50,<=
2qn1,4.77,general,IC50,=
2lyb,4.46,general,Kd,=
4clb,6.55,general,IC50,=
2yer,7.70,general,IC50,=
3h98,8.30,general,IC50,=
4mma,6.04,general,Ki,=
2cgw,4.76,general,IC50,=
2ksa,3.06,general,Ki,=
4m4q,7.96,general,IC50,=
4nrm,3.20,general,IC50,=
3h78,4.24,general,Kd,=
1pzi,4.22,general,Kd,=
1e1y,5.60,general,IC50,=
1veb,7.41,general,IC50,=
4zz1,7.89,general,Ki,=
4m3d,5.41,general,IC50,=
1ppc,6.16,general,Ki,=
4baq,9.01,general,Ki,=
4k7i,2.82,general,Kd,=
4iuu,5.65,general,Kd,=
4gw5,5.46,general,Kd,=
2pow,7.20,general,Ki,=
4j09,4.77,general,Kd,=
3zmg,7.64,general,IC50,=
1uod,3.11,general,Kd,=
1bm2,6.96,general,IC50,=
4d2w,4.51,general,IC50,=
4kzq,6.10,general,Kd,=
1i7m,9.64,general,IC50,=
4r4i,6.27,general,Kd,=
2hnx,7.08,general,Kd,=
3pcu,5.29,general,Kd,=
2vj7,7.40,general,IC50,=
4gbz,3.11,general,Kd,=
4i31,9.32,general,IC50,=
1dkd,5.70,general,Kd,=
2wf3,7.72,general,IC50,=
1laf,7.85,general,Kd,=
1way,3.40,general,IC50,=
4flj,5.13,general,IC50,=
4uiw,7.30,general,IC50,=
1mfi,5.59,general,Ki,=
2igv,2.23,general,Kd,=
1q95,7.57,general,Ki,=
4zyf,8.64,general,Kd,=
4dhq,4.49,general,IC50,=
2h2d,5.37,general,Kd,=
2ei6,7.39,general,IC50,=
3i7c,7.74,general,IC50,=
1rt9,10.25,general,Ki,=
1k1n,6.82,general,Kd,=
4bdi,3.64,general,IC50,=
3lir,6.92,general,Ki,=
4dlj,5.92,general,Kd,=
3vyf,8.80,general,IC50,=
4y46,7.96,general,IC50,=
4x1p,4.20,general,Kd,=
2doo,7.17,general,Kd,=
4m7j,6.11,general,Kd,=
4e9d,7.70,general,Kd,=
1bv9,9.96,general,Ki,=
4uu5,5.04,general,Kd,=
3cst,7.41,general,IC50,=
1thr,5.38,general,IC50,=
2p33,7.24,general,IC50,=
1m7q,8.59,general,IC50,=
4wj5,6.29,general,IC50,=
4lh2,1.24,general,Ki,=
2gj5,8.32,general,Kd,=
4fl3,3.82,general,Kd,=
3mb7,6.70,general,IC50,=
3uvl,5.69,general,Kd,=
3fl5,7.28,general,Ki,=
3snl,9.15,general,IC50,=
3o9b,12.30,general,Ki,=
4zy4,7.66,general,Ki,=
3l0v,7.64,general,Ki,=
1eas,7.74,general,Ki,=
4v27,6.66,general,Kd,=
3cx9,4.89,general,Kd,=
1o4a,6.92,general,IC50,=
4bic,7.30,general,IC50,=
4fyh,4.85,general,Ki,~
4xum,4.67,general,IC50,=
3wto,6.92,general,Kd,=
1l2z,3.69,general,Kd,=
5e4w,4.64,general,Kd,=
1tfz,8.15,general,IC50,=
1trd,5.40,general,Ki,=
5d7c,6.85,general,IC50,=
3nuo,9.80,general,Ki,=
4p6x,7.04,general,Ki,=
4u73,5.18,general,Ki,=
1j7z,7.70,general,Kd,=
1b6l,8.30,general,Ki,=
2zb0,6.62,general,Ki,=
4avg,7.22,general,IC50,=
1nja,6.31,general,Kd,=
4bcw,4.00,general,Ki,>
3qd4,8.20,general,IC50,=
1pmx,5.14,general,IC50,=
3upz,5.60,general,Ki,>
2liq,5.85,general,Kd,=
2aei,7.07,general,IC50,=
1v2j,3.25,general,Ki,=
3uzc,9.61,general,Kd,=
1bkm,5.74,general,IC50,=
3csl,7.22,general,Kd,=
3kce,4.80,general,IC50,=
4bqh,5.59,general,Kd,=
3r17,6.41,general,Ki,=
4io5,5.03,general,Kd,=
3s3q,8.77,general,IC50,=
2ybu,6.38,general,Ki,=
3esj,3.03,general,Kd,=
4kax,4.77,general,Kd,=
1jg0,5.30,general,IC50,=
4y2t,3.82,general,IC50,=
1v2q,4.13,general,Ki,=
4cra,7.22,general,Ki,=
3vbx,4.77,general,IC50,=
2i2c,4.70,general,Ki,=
4em7,5.11,general,IC50,=
